price,duration,emirate,number,character,timestamp,value_of_X,number_of_X,value_of_Y,number_of_Y,pattern,number_of_zeros,number_of_digits,isYear,isPalindrome,isMemeNumber,containsMemeNumber,isCarModel,containsSeries,isFullSeries,random
20000,1 week ago,dubai,2149,u,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.413576319
45000,11 months ago,dubai,55005,v,07:00.0,5,3,,0,XX00X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.479414331
9500,2 months ago,dubai,52786,l,07:00.0,2,1,5,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.441376732
5500,12 hours ago,dubai,32213,p,07:00.0,2,2,3,2,YXX_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.982812946
25900,,dubai,70333,O,07:00.0,3,3,7,1,_0XXX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.669984588
28900,2 weeks ago,dubai,5503,v,07:00.0,5,2,3,1,XX0_,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.636032454
10000,4 months ago,dubai,14900,o,07:00.0,1,1,4,1,___00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.214347611
3999,1 day ago,dubai,45415,z,07:00.0,4,2,5,2,XYX_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.713586275
25000,,dubai,1241,J,07:00.0,1,2,2,1,X__X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.837405389
6700,1 day ago,dubai,85358,q,07:00.0,5,2,8,2,YX_XY,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.975157408
14500,1 day ago,dubai,45567,u,07:00.0,5,2,4,1,_XX__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.809901977
90000,,dubai,8090,X,07:00.0,8,1,9,1,_0_0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.479568499
8000,6 months ago,dubai,56569,q,07:00.0,5,2,6,2,XYXY_,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.422936146
31900,1 week ago,dubai,9950,p,07:00.0,9,2,5,1,XX_0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.765310945
9999,2 weeks ago,dubai,55622,i,07:00.0,2,2,5,2,YY_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.876074238
5700,1 month ago,dubai,85787,b,07:00.0,7,2,8,2,Y_XYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.492712752
4900,2 weeks ago,dubai,44878,q,07:00.0,4,2,8,2,XXY_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.949090984
12500,8 months ago,dubai,6217,e,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.599703086
12000,3 days ago,dubai,10550,v,07:00.0,5,2,1,1,_0XX0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.102484502
18900,,dubai,23331,D,07:00.0,3,3,1,1,_XXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.733533142
2200,5 days ago,dubai,95221,i,07:00.0,2,2,1,1,__XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.830041348
2300,7 months ago,dubai,65902,aa,07:00.0,2,1,5,1,___0_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.102079457
12000,1 hour ago,dubai,93388,k,07:00.0,3,2,8,2,_XXYY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.776908015
10900,9 months ago,dubai,30101,v,07:00.0,1,2,3,1,_0X0X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.01367263
8000,8 months ago,dubai,11788,u,07:00.0,1,2,8,2,XX_YY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.703931909
21000,7 months ago,dubai,77704,q,07:00.0,7,3,4,1,XXX0_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.366472481
10500,9 months ago,dubai,11020,u,07:00.0,1,2,2,1,XX0_0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.743023415
15000,7 months ago,dubai,9352,q,07:00.0,2,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.00713474
19500,10 months ago,dubai,9879,v,07:00.0,9,2,7,1,X__X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.041412398
1490000,,dubai,400,A,07:00.0,4,1,,0,_00,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.022912285
550000,2 months ago,dubai,556,k,07:00.0,5,2,6,1,XX_,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.741158928
8500,1 week ago,dubai,81300,l,07:00.0,1,1,3,1,___00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.727176704
35000,4 days ago,dubai,9369,v,07:00.0,9,2,3,1,X__X,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.744723777
20000,1 week ago,dubai,2359,m,07:00.0,2,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.281567884
17000,4 days ago,dubai,6274,i,07:00.0,2,1,4,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.199981904
29900,5 months ago,dubai,9636,c,07:00.0,6,2,3,1,_X_X,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0.624447045
18000,23 hours ago,dubai,13335,h,07:00.0,3,3,1,1,_XXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.969256346
7500,14 hours ago,dubai,60018,d,07:00.0,1,1,6,1,_00__,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.072861774
6000,5 months ago,dubai,57572,q,07:00.0,5,2,7,2,XYXY_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.321961946
4900,2 weeks ago,dubai,96676,x,07:00.0,6,3,7,1,_XX_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.909745085
495000,,dubai,404,J,07:00.1,4,2,,0,X0X,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.220686683
8000,,dubai,79988,C,07:00.1,8,2,9,2,_YYXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.401653397
25500,8 months ago,dubai,5228,j,07:00.0,2,2,5,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.80666467
9900,2 days ago,dubai,77078,n,07:00.0,7,3,8,1,XX0X_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.237296625
75000,,dubai,1080,N,07:00.0,1,1,8,1,_0_0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.511623487
7900,4 hours ago,dubai,44504,d,07:00.0,4,3,5,1,XX_0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.794467473
18500,1 month ago,dubai,8413,h,07:00.0,1,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88274965
31500,2 months ago,dubai,68866,e,07:00.0,6,3,8,2,XYYXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.676815014
2500,2 weeks ago,dubai,32714,b,07:00.0,1,1,2,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.785510204
11000,4 weeks ago,dubai,61700,u,07:00.0,1,1,6,1,___00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.771767736
20000,2 months ago,dubai,16006,c,07:00.0,6,2,1,1,_X00X,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.091114752
14500,2 months ago,dubai,11295,b,07:00.0,1,2,2,1,XX___,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.191278311
14000,,dubai,2633,Y,07:00.1,3,2,2,1,__XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.538214122
31900,4 months ago,dubai,4046,l,07:00.0,4,2,6,1,X0X_,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.784834213
8000,3 weeks ago,dubai,79766,t,07:00.0,6,2,7,2,Y_YXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.099889392
12000,1 hour ago,dubai,33228,i,07:00.0,2,2,3,2,YYXX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.531581911
4900,2 weeks ago,dubai,33738,x,07:00.0,3,3,7,1,XX_X_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895998246
9500,9 months ago,dubai,72100,u,07:00.0,1,1,2,1,___00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.849378155
5800,6 months ago,dubai,42642,s,07:00.0,2,2,4,2,YX_YX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.484080586
23000,1 week ago,dubai,99923,i,07:00.1,9,3,2,1,XXX__,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.146047336
15000,8 months ago,dubai,5612,t,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.669732254
595000,,dubai,515,W,07:00.0,5,2,1,1,X_X,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.397525919
17000,2 hours ago,dubai,75700,v,07:00.0,7,2,5,1,X_X00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.812539566
138000,1 day ago,dubai,4222,f,07:00.0,2,3,4,1,_XXX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.434786103
16000,2 months ago,dubai,6354,i,07:00.0,3,1,4,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.749577833
5000,5 days ago,dubai,86881,y,07:00.1,8,3,1,1,X_XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.045415949
20900,2 weeks ago,dubai,7056,v,07:00.0,5,1,6,1,_0__,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699006907
16500,8 hours ago,dubai,4359,i,07:00.0,3,1,4,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.805908055
89900,,dubai,9799,N,07:00.0,9,3,7,1,X_XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.14410965
3900,2 weeks ago,dubai,53115,v,07:00.0,1,2,5,2,Y_XXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.310114209
16900,,dubai,91144,P,07:00.0,1,2,4,2,_XXYY,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.295260745
3200,1 hour ago,dubai,51921,b,07:00.0,1,2,2,1,_X__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.417710998
8000,8 months ago,dubai,50413,aa,07:00.0,1,1,3,1,_0___,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.765492865
14900,8 months ago,dubai,6428,d,07:00.0,2,1,4,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.424092842
330000,,dubai,6600,A,07:00.0,6,2,,0,XX00,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.931428027
459000,2 months ago,dubai,279,d,07:00.0,2,1,7,1,___,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.21988287
19000,4 days ago,dubai,4579,m,07:00.0,4,1,5,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.353376007
5800,,dubai,59695,C,07:00.0,5,2,9,2,XY_YX,0,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.279942168
3500,2 months ago,dubai,28252,q,07:00.0,2,3,5,1,X_X_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.292020276
7500,,dubai,36263,BB,07:00.0,3,2,6,2,XY_YX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.371564798
45000,,dubai,11155,H,07:00.1,1,3,5,2,XXXYY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.414272626
6840,2 weeks ago,dubai,46764,s,07:00.0,4,2,6,2,XY_YX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.591974
22000,1 month ago,dubai,35111,v,07:00.0,1,3,3,1,__XXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.886492495
16500,,dubai,6339,AA,07:00.1,3,2,6,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.829403984
18000,1 month ago,dubai,3579,p,07:00.0,3,1,5,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.558882977
7000,6 months ago,dubai,63210,r,07:00.0,1,1,2,1,____0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.50133043
175000,5 days ago,dubai,31111,q,07:00.0,1,4,3,1,_XXXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.525335936
250000,,dubai,3003,V,07:00.0,3,2,,0,X00X,2,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.280605525
48500,,dubai,88899,T,07:00.1,8,3,9,2,XXXYY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.253975888
3500,11 months ago,dubai,80121,x,07:00.0,1,2,2,1,_0X_X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.475125669
94000,6 days ago,dubai,78787,i,07:00.0,7,3,8,2,XYXYX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.242843883
195000,,dubai,4321,A,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.971356902
9000,8 months ago,dubai,10195,v,07:00.0,1,2,5,1,X0X__,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.969082203
18500,1 month ago,dubai,9053,q,07:00.0,3,1,5,1,_0__,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.186381737
1800,2 months ago,dubai,85239,m,07:00.0,2,1,3,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.899191072
39000,,dubai,99966,I,07:00.1,9,3,6,2,XXXYY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.925564429
26900,6 months ago,dubai,33443,u,07:00.0,3,3,4,2,XXYYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.701460596
1300000,,dubai,1000,V,07:00.1,1,1,,0,_000,3,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.246922839
7000,4 months ago,dubai,82829,m,07:00.0,2,2,8,2,YXYX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.79758177
27500,,dubai,5095,X,07:00.0,5,2,9,1,X0_X,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.035298548
30000,1 week ago,dubai,3016,b,07:00.0,1,1,3,1,_0__,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.94420343
14000,3 weeks ago,dubai,50090,q,07:00.0,5,1,9,1,_00_0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.510353441
25000,8 months ago,dubai,6998,p,07:00.0,9,2,6,1,_XX_,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.301829287
3900,3 weeks ago,dubai,93977,j,07:00.0,7,2,9,2,Y_YXX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.45282131
4999,1 day ago,dubai,23021,q,07:00.0,2,2,1,1,X_0X_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.558803767
9500,,dubai,16464,AA,07:00.0,4,2,6,2,_YXYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.320718529
28000,2 weeks ago,dubai,20201,v,07:00.0,2,2,1,1,X0X0_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.501964136
64500,,dubai,1811,R,07:00.1,1,3,8,1,X_XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.413691731
7200,,dubai,35453,G,07:00.0,3,2,5,2,XY_YX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.457788119
4200,2 days ago,dubai,10655,d,07:00.0,5,2,1,1,_0_XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.929336438
550000,,dubai,10001,O,07:00.0,1,2,,0,X000X,3,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.798147474
135000,2 months ago,dubai,4455,l,07:00.0,4,2,5,2,XXYY,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.50333456
25000,2 months ago,dubai,8524,n,07:00.0,2,1,4,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.057149899
67000,,dubai,2102,T,07:00.0,2,2,1,1,X_0X,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.304111359
590000,,dubai,577,K,07:00.1,7,2,5,1,_XX,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.015231188
4900,2 weeks ago,dubai,88373,u,07:00.0,3,2,8,2,YYX_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.783303151
3900,1 day ago,dubai,37525,b,07:00.0,5,2,2,1,__X_X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.156321884
3500,1 day ago,dubai,46545,p,07:00.0,4,2,5,2,X_YXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.129495027
17500,1 week ago,dubai,2867,i,07:00.0,2,1,6,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.509162478
3200,4 months ago,dubai,96003,p,07:00.0,3,1,6,1,__00_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.106117705
18500,1 day ago,dubai,50066,i,07:00.0,6,2,5,1,_00XX,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.710907587
289000,,dubai,660,O,07:00.1,6,2,,0,XX0,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.232657581
29900,1 day ago,dubai,10022,q,07:00.0,2,2,1,1,_00XX,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.465291512
30000,2 months ago,dubai,6992,o,07:00.0,9,2,2,1,_XX_,0,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.706318173
16000,1 month ago,dubai,5831,q,07:00.0,1,1,3,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.692103487
5500,1 week ago,dubai,22342,o,07:00.0,2,3,3,1,XX__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.054051405
8000,6 months ago,dubai,37979,q,07:00.0,7,2,9,2,_XYXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.28394865
4500,2 months ago,dubai,86618,z,07:00.0,6,2,8,2,YXX_Y,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.704623766
25000,,dubai,1540,DD,07:00.0,1,1,4,1,___0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.800097388
30000,4 months ago,dubai,7212,n,07:00.0,2,2,1,1,_X_X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.680935671
14000,4 months ago,dubai,45687,a,07:00.0,4,1,5,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.173387307
15000,2 months ago,dubai,81518,u,07:00.0,1,2,8,2,YX_XY,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.462970358
4950,8 months ago,dubai,19668,b,07:00.0,6,2,1,1,__XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.529531381
4800,6 months ago,dubai,18115,v,07:00.0,1,3,5,1,X_XX_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.808811985
8000,7 months ago,dubai,53733,w,07:00.0,3,3,5,1,_X_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.536398157
17000,16 hours ago,dubai,40445,x,07:00.0,4,3,5,1,X0XX_,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.731922077
6500,2 weeks ago,dubai,66706,v,07:00.0,6,3,7,1,XX_0X,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.513794048
299000,2 months ago,dubai,5550,r,07:00.0,5,3,,0,XXX0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.309162606
13000,,dubai,10160,B,07:00.0,1,2,6,1,X0X_0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.68007982
4200,,dubai,27001,K,07:00.0,1,1,2,1,__00_,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.893512398
16500,,dubai,2656,D,07:00.1,6,2,2,1,_X_X,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.032237771
8500,10 months ago,dubai,22881,f,07:00.0,2,2,8,2,XXYY_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.963768887
3900,4 months ago,dubai,98299,w,07:00.0,9,3,2,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.204276735
69000,,dubai,66600,Q,07:00.1,6,3,,0,XXX00,2,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.099512991
40000,4 months ago,dubai,29600,u,07:00.0,2,1,6,1,___00,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.589163847
235000,,dubai,44000,P,07:00.0,4,2,,0,XX000,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.983306952
7900,,dubai,50036,O,07:00.0,3,1,5,1,_00__,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.204476909
4200,5 months ago,dubai,99579,x,07:00.0,9,3,5,1,XX__X,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.845905933
25000,4 months ago,dubai,8511,p,07:00.0,1,2,5,1,__XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.688151939
12000,,dubai,50012,W,07:00.0,1,1,2,1,_00__,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.002241677
14900,,dubai,45656,S,07:00.0,5,2,6,2,_XYXY,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.946472312
8000,6 months ago,dubai,78282,q,07:00.0,2,2,8,2,_YXYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.266099433
10900,3 hours ago,dubai,66711,r,07:00.0,1,2,6,2,YY_XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.810447739
335000,,dubai,1011,W,07:00.0,1,3,,0,X0XX,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.851035896
39900,,dubai,78666,J,07:00.0,6,3,7,1,__XXX,0,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.223983369
3900,2 months ago,dubai,60450,aa,07:00.0,4,1,5,1,_0__0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.038979976
99000,,dubai,3320,X,07:00.0,3,2,2,1,XX_0,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.048187059
11900,13 hours ago,dubai,10611,k,07:00.0,1,3,6,1,X0_XX,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.20138175
3900,3 months ago,dubai,34553,g,07:00.0,3,2,5,2,X_YYX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.664296462
14000,14 hours ago,dubai,11619,bb,07:00.0,1,3,6,1,XX_X_,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.109258596
18000,3 months ago,dubai,5128,g,07:00.0,1,1,2,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.034574919
19000,2 days ago,dubai,6075,q,07:00.0,5,1,6,1,_0__,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.317292305
11500,2 days ago,dubai,18411,v,07:00.1,1,3,4,1,X__XX,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.323306132
1650000,,dubai,22222,X,07:00.0,2,5,,0,XXXXX,0,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.558329415
69000,,dubai,8010,Y,07:00.0,1,1,8,1,_0_0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.64057294
25000,1 month ago,dubai,6224,l,07:00.0,2,2,4,1,_XX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.452481293
17000,10 months ago,dubai,12534,d,07:00.0,1,1,2,1,_____,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.910408688
94500,3 days ago,dubai,9299,e,07:00.0,9,3,2,1,X_XX,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.632337565
2550,7 months ago,dubai,50829,e,07:00.0,2,1,5,1,_0___,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.437807828
57000,2 months ago,dubai,5674,r,07:00.0,4,1,5,1,____,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0.842024653
54000,,dubai,5556,W,07:00.1,5,3,6,1,XXX_,0,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.227719637
650000,,dubai,1001,K,07:00.0,1,2,,0,X00X,2,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.59674465
